1092	2483
385	2902
1	379
343	2737
1024	1873
2486	2589
774	1863
1	1063
3	1722
483	1024
352	1024
1466	2547
651	886
547	2578
943	3271
214	3274
1761	2331
401	2967
363	4828
194	2574
1774	2542
1	170
1	386
772	4046
1726	1976
597	702
2711	5291
214	4281
1015	1419
2750	4089
645	4489
182	2126
872	4475
3	972
1071	2722
3670	3680
1851	1935
214	2752
358	2993
812	2562
1330	4107
148	2376
507	3591
294	2856
214	1137
1018	2720
262	2061
1196	5286
2206	2429
2871	3172
52	3286
2060	2567
2285	3564
331	2451
2207	2547
132	279
528	848
80	3272
943	5160
67	2376
651	1015
870	4587
141	1859
2136	3139
21	138
780	3996
2881	2892
401	2131
233	1948
1163	5021
3062	4545
871	2698
184	1802
519	2613
1097	3577
4542	4544
2862	4366
2159	2176
2434	2654
70	144
47	2443
767	2305
2772	2945
243	1670
1903	2160
826	4336
2353	4384
338	2102
1022	3202
2492	3107
90	351
385	2544
1736	2131
730	967
2547	3421
1797	2431
2624	3829
419	2477
1715	2486
1042	2106
290	338
214	1013
4829	4842
46	2547
26	1860
826	4189
1908	2871
265	386
583	604
946	2951
716	1026
616	2540
645	3511
2184	3668
1740	2583
528	745
269	3132
729	1053
872	948
504	1052
210	312
1610	4438
3772	4143
311	3584
1	1030
339	4732
49	1258
630	1027
122	199
3949	3954
1660	1673
311	384
412	3286
2404	2773
2323	2412
634	4466
4127	4154
599	2800
1898	3839
469	1056
616	1781
651	1979
2758	2961
3177	3239
363	2199
483	3846
2041	3559
946	1844
2135	4013
47	2809
366	3275
112	4075
897	1924
79	213
630	3871
1053	4842
2752	3374
3316	4422
363	4780
2093	3171
331	4330
214	5159
261	560
630	5338
1689	3970
711	2081
811	3814
1	604
231	1906
1940	3021
1854	3286
214	5389
52	2547
122	321
3095	3421
1113	3726
413	3177
25	2707
2637	2673
16	2396
1	820
2019	4184
3001	4385
1085	2075
1787	2515
730	790
1	870
797	1454
115	4103
18	2411
964	3726
456	948
0	32
630	1084
414	2926
2759	4791
3770	4129
993	2457
77	212
362	3483
3764	4139
19	351
2588	4777
169	214
80	993
972	1815
3627	3839
746	2173
971	5556
10	36
686	971
411	2344
2578	3163
2623	5047
34	2999
3645	3648
1974	3005
867	1097
3810	5374
2061	2350
2118	2417
342	946
412	3539
524	4195
518	1245
2296	3204
59	3331
2324	4103
151	2531
4734	4755
360	2494
381	2019
31	2923
328	2747
1026	2787
139	4563
1084	3755
214	2241
312	2032
2764	2776
51	463
711	1013
401	1683
99	1801
1726	2138
630	2467
3740	3814
3336	3747
3814	5307
95	1829
138	2892
1019	1686
51	1393
1790	4497
557	730
1015	1389
379	3655
152	312
117	4127
790	4800
366	1707
141	1730
434	490
199	354
984	1727
434	781
630	1563
4015	4022
1678	3598
4808	4832
2743	2747
3951	3956
524	1262
2787	3294
2949	4829
919	2201
2	1660
352	462
286	1721
4094	4102
412	925
1354	5169
1087	4163
767	2056
2758	4816
4952	5119
599	922
1504	1854
812	1903
29	956
3784	4148
772	3978
410	1555
1003	4439
1712	1883
2942	4846
2496	2835
1786	1831
34	126
524	2641
3782	3789
1034	1043
262	2472
547	1088
882	4482
31	2914
1961	2918
845	2245
4816	4824
1832	4379
998	1788
12	2158
329	2642
412	2269
3925	3938
2026	2473
4153	4904
209	1080
1097	1317
2032	3559
268	343
34	2138
223	342
52	2537
3194	3217
363	1217
36	2867
953	2881
2759	2949
2104	2118
214	1269
91	1946
61	3353
60	391
81	213
972	2910
363	2520
3078	3522
3155	4468
1928	2818
1	760
329	3466
187	483
956	1058
2730	2731
4787	5054
410	564
4535	4550
946	2733
426	2902
642	714
231	2011
2118	2714
290	401
856	1707
170	2720
101	2432
2064	3040
1097	4174
1685	1783
272	305
774	1699
3959	4417
214	1729
843	4746
2425	4822
778	1980
950	4970
99	212
220	292
2529	4539
144	322
255	1914
524	1708
13	518
195	1724
1725	2571
0	146
1003	2333
475	2296
830	971
335	4782
1087	4145
547	998
347	2490
1087	3770
4544	4554
1826	3132
1954	2892
45	2796
1747	2015
856	1870
329	1891
2097	2168
4127	4140
1	609
4084	4085
1733	1851
252	4791
2118	5562
13	2101
520	1725
1750	3132
410	670
2944	2954
2663	2683
210	4409
1728	4489
214	1226
119	128
63	2535
909	2549
137	141
916	1832
4012	4031
209	946
47	2810
922	5528
0	20
2669	3881
143	1558
0	155
352	4508
1066	2489
1718	1786
834	1689
13	974
138	2887
616	4546
900	1775
368	3627
4041	4321
1097	1851
651	2599
1742	1784
524	701
815	2945
302	524
1860	2338
306	730
524	4333
2759	4794
1729	3699
1242	3274
312	1976
182	363
1055	1708
1887	4506
1689	2564
214	1687
975	1917
609	3755
2890	3309
23	2597
319	2469
4044	4220
2109	2528
1765	1901
137	3627
2056	2594
862	946
299	2736
2442	2618
412	4766
1	901
262	967
724	5403
1682	1889
524	1018
36	3047
1874	3284
2787	4511
0	311
1027	3065
318	1092
402	1799
214	3740
159	1750
363	2750
818	3809
157	3506
79	2491
324	1978
214	4296
1677	4745
967	1805
1567	4872
136	363
283	347
3577	4477
95	984
1924	2126
916	2948
9	166
1865	2014
29	2841
2103	3669
2308	2442
2331	3685
2981	2989
2056	2559
434	1155
3775	4139
959	2555
1740	3713
329	412
1867	2468
2769	2950
318	386
0	106
642	904
3760	4136
312	857
2448	4566
2637	2665
339	1746
1066	2350
920	2353
403	2623
1097	1706
214	5197
552	5019
772	5503
3	887
2469	2623
2032	3574
1046	1090
3741	3744
2296	2469
528	4548
268	2084
2014	2019
1970	1974
214	1409
856	1891
0	315
70	674
827	2577
2120	2765
2855	2887
2477	2577
557	2525
99	1813
2057	4459
1211	3231
1839	4744
2803	2830
730	3577
272	1624
630	3988
2369	2372
483	1638
46	207
286	1784
26	2718
552	4823
1901	2078
1003	1249
3190	3719
818	3760
29	334
91	3671
327	328
1761	4782
67	2922
1531	4999
80	1237
2764	2961
293	1418
268	2463
10	1914
299	432
312	2750
329	3069
3790	4141
2138	2352
1019	2654
3968	5196
19	1281
0	371
868	3759
407	4011
1138	3691
331	1015
4477	4511
299	3623
504	2112
90	347
386	2824
922	1699
312	2139
153	4189
225	3695
2019	3318
0	261
547	2100
2296	3573
3789	4149
616	1495
57	2876
2205	2722
93	1680
1678	2146
2199	2449
615	4848
1055	1821
2945	4791
698	965
385	2026
1062	2380
79	2025
651	1589
1466	1752
2188	3593
560	911
404	972
363	2216
214	448
1980	2088
410	3093
1	1054
299	4392
3148	3417
1	658
1645	3344
117	1865
483	1466
1969	1975
1026	2168
412	922
386	2826
483	1056
19	2442
3020	4787
642	4768
970	3152
214	2667
299	2105
90	315
126	2580
0	164
1079	4790
2296	2430
2374	2927
95	2818
2085	4023
1504	2096
3433	3444
745	1200
117	4123
2153	2192
111	4012
2421	2425
214	2158
948	972
975	2733
214	5443
201	4355
1237	3047
401	2995
214	1472
1	365
1714	1778
23	98
1729	2633
299	2309
2027	3715
148	386
79	360
3225	3901
850	3075
42	1427
12	2186
410	2024
490	604
455	490
248	412
731	3158
97	2704
363	2587
184	394
2359	2925
1387	2758
2871	5118
3218	3577
2134	2136
2414	4330
1354	4104
1719	2210
462	1400
334	2845
115	4093
93	3691
182	383
593	3933
882	2105
524	784
268	3727
501	1694
953	1901
214	4067
628	833
214	739
176	1696
2323	4804
2116	2346
341	2140
1687	1903
4015	4026
3716	3855
34	1511
1770	2391
2079	2245
404	5464
20	188
45	91
491	604
223	1799
1797	1821
524	1070
616	4551
63	3373
59	2190
402	5151
1803	4734
552	4819
329	560
253	2995
0	302
1042	1795
1002	4278
2092	2097
342	967
1780	1882
124	3238
905	3844
121	137
1783	1876
2157	2192
312	2565
731	2474
483	703
80	3286
2998	2999
126	2184
2260	3844
214	2536
410	821
1	1049
1837	2038
1319	1725
2811	2816
2206	3325
630	4516
358	3013
730	2656
93	97
946	3204
2108	3057
1055	3700
2423	2429
730	3220
2943	4791
2871	3844
55	2483
573	3194
730	4729
2469	2615
1	456
243	4182
2478	2488
496	609
46	851
46	1901
1974	2992
4112	4115
2084	2350
222	277
3171	3193
188	1504
4533	4545
3671	3682
434	2439
63	421
294	3675
100	3884
3338	4805
386	2241
2775	4805
280	3105
2820	5083
1916	2765
214	2231
52	3037
4802	4823
336	381
767	3863
347	3248
339	2431
4093	4101
4550	4561
1085	2138
1272	2547
70	3436
2509	2787
103	3903
2241	2260
524	1790
62	705
2064	4522
317	5147
202	2842
26	630
667	1221
2056	2568
1950	1953
891	2258
943	1013
194	416
341	2999
31	360
740	3760
1696	1770
59	3261
176	1085
2157	3284
2494	2572
925	1147
826	3337
366	1183
1024	2736
235	252
299	2140
36	363
152	3356
99	1875
99	1725
416	2502
46	3177
51	1860
2308	2685
379	1948
2920	3092
918	2749
2319	3803
342	745
2822	2830
630	4120
2636	2684
2353	2701
18	2405
943	2448
5018	5227
1	458
2544	4443
24	2669
818	3656
616	823
198	2908
91	2102
214	5505
922	1464
148	3415
214	2137
458	2168
386	4409
162	463
925	1403
329	1775
1	1081
12	911
2470	4550
2276	2999
145	2258
214	3656
199	2909
2008	3372
0	6
223	1857
1030	2075
59	1761
2764	4816
1281	2857
433	4198
214	1930
124	4417
35	341
753	2633
1281	2718
1963	2138
1736	1883
2806	3231
1080	4982
379	3339
2878	2890
123	214
2480	2540
876	2467
12	2191
760	3271
248	292
998	4416
373	1230
2718	2720
1680	1727
1721	1733
363	998
2369	2912
1683	3166
160	1660
412	3708
2574	2718
2015	4413
946	972
315	2010
2420	2431
312	2450
496	1140
188	2353
8	1990
3097	4546
35	358
34	2276
312	4777
2133	4035
2955	4828
922	2776
244	956
366	3285
70	85
103	3939
3770	3810
290	2893
2085	4011
2076	2084
4128	4164
242	346
107	1727
269	284
836	4989
3	1055
742	812
730	3867
827	2753
2594	3589
911	4214
1775	1800
214	1066
797	900
1714	4499
651	1815
52	1890
220	312
2265	4241
651	2285
46	3200
299	1243
860	2594
3199	3868
1285	2143
3154	3166
1683	2578
76	214
868	3809
214	714
1825	4737
850	4396
174	2041
138	3314
1964	2062
4231	4755
339	1759
1755	1810
2956	4798
646	856
214	2814
1974	2062
685	1065
199	349
3543	5211
920	4784
418	2000
103	3934
1739	3703
1200	2009
774	1742
28	2820
63	3368
2570	3243
2125	2157
1838	1841
684	864
103	630
651	4353
918	3095
312	511
2393	2437
971	2206
1821	3702
3932	3941
126	2352
3105	3561
101	312
35	2924
3	637
3	1097
99	891
618	740
153	5137
352	2787
848	4781
214	1856
2349	2371
1217	3577
919	1781
1810	3374
3006	3670
960	1868
3	297
1087	3807
591	970
263	2327
70	277
911	4210
2581	2602
818	5393
645	972
2452	3034
1085	2110
3245	4415
149	729
2767	4794
1024	2260
88	90
2649	3820
312	1954
214	3088
972	2577
2	1665
1839	2720
2134	3104
406	1747
299	1419
352	1841
887	3115
616	4557
452	524
214	5133
59	381
761	2721
28	702
3	1806
1030	4744
1042	1930
2027	2571
368	2467
1556	3074
46	752
327	1429
1897	2353
645	2536
1897	4415
432	1909
911	4231
138	360
2051	2874
441	1110
315	412
597	642
214	2348
299	5335
2138	2606
214	5160
352	975
2914	3415
2759	2946
729	2120
24	2647
329	2656
731	745
2475	2501
2355	3927
312	3221
210	2602
448	4916
3826	4209
950	1917
262	524
1080	1883
2879	2941
3404	4808
2767	4855
443	1244
972	4392
149	2962
967	4564
1183	2166
942	2744
128	164
1851	2469
971	1815
653	1832
630	4683
1258	2479
68	182
22	390
1861	1931
0	395
950	1097
363	2019
2106	2548
93	141
1794	4308
2938	2949
2924	3997
277	4707
360	2056
524	3429
416	2990
272	2837
268	1719
524	1520
1854	3268
836	1061
882	1930
57	2884
3	1893
2799	2815
264	3813
141	3708
312	483
1832	2756
1108	3913
2164	3596
651	3125
99	3704
922	971
317	604
363	4052
318	2479
214	1361
21	2473
1	630
188	363
214	2769
106	2356
327	1466
111	312
2613	2626
630	4790
32	280
288	3398
1927	3314
417	2026
283	321
5524	5528
615	1024
137	1928
137	4515
1841	4766
331	4568
2739	4822
2720	3075
1801	2465
46	1103
851	863
188	2447
659	2613
363	663
410	829
214	2473
2927	2932
3017	4473
111	4022
34	1696
2487	2562
826	2150
560	825
0	119
2941	2953
21	1018
1056	4707
1025	3356
2410	2453
560	2886
939	962
278	5618
317	651
1677	1680
201	2232
214	2368
412	1744
1015	3204
2767	2961
1353	1504
207	1034
368	4707
126	3683
149	252
352	362
3001	4354
251	290
126	4438
363	3115
2849	3205
2406	2446
1024	1687
2024	2459
2618	2626
2013	2014
2945	2960
2411	2455
248	2578
299	1832
1180	2982
642	5208
831	918
329	1861
386	1763
52	2590
73	3476
23	2595
1	664
398	1686
2915	2930
99	3868
2442	2665
3267	3598
3343	4014
299	4355
2212	4116
1860	3839
311	2311
636	642
76	1872
2199	2654
942	1710
946	2540
287	385
3168	3212
247	2914
916	2786
1097	4353
1	466
616	3663
412	2482
22	2170
524	2280
843	3975
935	4547
2451	2776
1280	3914
410	1046
1820	4750
20	2463
2102	2311
376	3607
412	2176
43	348
1	849
1851	4222
631	2048
90	239
328	1736
1	942
207	2160
2580	4027
2063	2881
2595	2846
1864	1886
1883	2729
2962	4829
322	2537
2615	2658
3107	5359
582	622
651	976
214	5126
62	166
1024	1844
1774	1927
214	2177
142	4231
767	4063
950	2126
235	4847
242	1152
49	2025
1156	1725
856	1821
231	2495
3107	3221
1851	1871
483	950
46	2090
2442	2637
214	3069
23	312
214	1303
2135	4028
1030	1897
3656	3755
244	4422
882	2997
312	1118
1751	2038
967	2871
238	1234
1024	1883
2371	3417
1799	3710
497	3832
295	730
2425	4847
3761	3789
59	2366
321	838
99	1891
103	178
2056	2478
1855	2027
524	1061
415	2792
2362	3114
2111	3043
2941	4837
1095	3780
299	3063
1775	1799
2378	2933
2936	4809
1985	2787
1790	4269
4802	4829
767	4475
3308	3309
41	3125
299	2993
891	1794
630	916
161	188
3304	5061
1634	3964
296	1847
52	3268
103	3910
820	1832
1709	4454
727	935
2674	3503
2877	5243
421	5051
483	3115
1471	1502
107	3972
2855	2894
1043	3911
501	3577
412	1799
19	1085
2615	2674
1371	2278
1339	2504
604	919
401	2705
144	560
2482	2855
418	2019
0	180
1055	3199
113	4077
339	3231
1231	3844
162	599
68	3405
268	2166
2720	3065
80	161
138	1085
1420	3107
166	1428
1684	2019
524	1127
339	1821
1935	2469
214	1194
1034	2535
214	2981
121	385
0	397
1775	1901
412	2867
2052	2729
169	2117
368	1539
59	2711
3762	5506
868	3741
71	1931
2636	4768
1978	2358
4035	4036
42	937
731	1080
214	3895
214	3254
2658	4478
214	1894
772	4284
1863	3713
376	2123
1873	1883
361	2333
2947	4830
257	3419
1034	1052
299	1066
3	1803
1720	2185
46	3156
558	1830
3562	3844
1916	2949
970	2758
214	3201
528	2547
2414	2419
3778	4142
207	2745
299	1730
239	397
167	402
524	3571
1024	2081
2684	3878
1097	1161
214	3099
101	1850
2366	2371
4096	4100
2206	3690
352	4920
2457	3041
1025	5239
1683	1689
630	4815
968	4241
13	107
142	4759
195	2529
321	2093
101	3891
257	2927
1042	3040
1081	3373
24	2650
851	1883
1715	3436
2084	2999
2886	3140
315	909
162	295
4089	4095
651	2102
3764	3787
429	549
126	3623
1832	4652
214	5514
971	3708
2135	4027
4159	4168
862	1724
269	1902
1555	2199
2720	3069
2855	4415
67	3395
93	3140
2075	2278
911	2689
412	2601
4627	4658
418	3419
1030	1281
3	645
458	831
132	1944
89	279
526	1015
1683	2492
1426	3502
25	2061
1170	2859
3778	4148
214	4000
2081	3378
869	4161
214	2735
774	1800
524	857
138	1865
389	4312
913	2206
306	1699
340	2963
835	868
869	4146
0	79
1832	3632
3804	4957
1677	3466
1889	3287
159	3043
19	1866
3680	4787
2937	4801
294	507
2809	2827
214	622
451	490
1992	4465
2798	2809
3	25
80	3599
97	3733
2434	3552
2118	2414
343	1865
363	1699
1055	1725
386	2061
642	4746
421	1311
233	2800
812	1706
43	50
3040	3548
141	1816
1013	2787
835	3778
2991	4005
46	946
3	1724
3837	4235
352	651
164	385
483	599
524	1509
918	1080
1948	1991
919	2715
1903	2792
2835	2849
11	358
1794	3466
1024	2105
651	767
1841	2507
993	2146
1733	2530
524	1587
97	101
910	3788
2127	2192
2241	3078
616	1839
463	1170
3673	4027
46	3168
307	311
31	2269
3166	3959
903	1794
1770	2168
28	199
117	4137
504	5171
46	1683
1	428
2323	2766
630	5467
290	652
138	2540
2787	2950
201	3430
261	362
5107	5235
1947	2882
2260	2739
385	1721
60	226
2333	3561
968	2048
1270	3609
406	524
686	2434
309	1857
2488	2493
386	416
1789	1931
294	2601
428	483
628	918
1946	3027
630	4602
1706	2206
23	1018
981	5243
253	338
1865	2590
3563	4196
214	5230
2802	2827
163	181
1916	2879
2720	3084
491	3356
3773	3809
2941	2945
410	2342
1034	1061
261	2983
347	2035
526	1738
1019	2665
2361	2375
1685	3511
0	277
1789	1830
642	2126
2943	2961
312	2547
1055	1830
1980	2417
1686	2631
2063	2104
731	2547
268	2154
1733	1882
2948	2949
186	4719
46	2549
3787	3789
92	124
214	1044
269	774
149	2425
984	1686
297	2469
913	922
2423	2424
267	274
213	2590
19	2416
119	3434
2022	2024
194	2093
2479	2504
2432	3965
363	4800
4127	4168
2324	3613
815	2962
850	897
645	3466
340	2553
2720	4820
1720	1726
199	385
198	1097
2206	2340
335	1864
4013	4015
401	651
831	1011
725	1418
61	3348
354	5430
563	4244
139	384
93	3690
312	489
1024	1706
916	2131
100	984
787	4574
920	2997
972	1839
1024	4402
2350	3343
630	1003
718	2637
26	321
402	3466
1819	4241
214	4784
753	2199
2205	3768
1707	3591
259	972
2202	4045
2433	3489
365	3446
1015	2515
1739	4489
483	670
2519	3130
363	5335
835	3748
4140	4162
1691	2153
972	2749
252	2323
162	2103
299	5588
2537	3461
1954	2976
937	4648
2855	2869
2774	4805
2261	4818
1728	1883
95	2547
363	1693
238	687
239	1948
315	905
87	272
1686	1901
730	4411
41	312
252	3152
2434	4480
390	653
51	410
368	4512
188	1302
1898	2654
161	2269
426	2960
76	916
253	255
849	2206
70	2845
319	2815
3747	3772
46	3211
946	4211
2469	2512
520	1193
3814	5524
911	1783
4917	5505
463	2160
124	641
835	3795
91	882
1775	2131
13	265
237	1939
50	2575
3911	5434
1390	4497
1727	2073
1960	2187
1147	4742
214	1458
416	812
213	1969
651	4411
1080	2669
106	3962
35	3020
385	1733
312	3959
584	2088
1105	1169
3436	3444
214	3931
2360	2371
1	783
16	1708
2103	2967
434	670
3722	5385
117	4174
616	4558
312	2030
2764	2774
1799	2199
91	3685
204	1034
99	1799
1511	3098
651	724
2664	3873
667	3819
664	984
306	4606
582	2467
943	4004
1056	3819
214	3276
99	412
31	2921
2871	3513
0	403
177	2561
2654	3101
214	357
294	3586
1846	3479
4337	4800
2711	3665
772	1002
404	524
166	1893
3951	3955
148	2372
910	3796
46	651
57	1214
984	2632
294	2994
0	359
1960	2711
144	188
253	1979
645	2661
1055	3577
4323	5318
342	2787
950	2212
630	2388
3775	4133
2249	2873
1	759
524	2639
1747	2790
3782	3785
2189	2693
4875	5081
1040	2350
4799	4847
547	1085
214	2676
970	2765
252	4845
182	3620
2455	2519
2206	2890
97	308
1013	5131
3925	3940
451	651
630	1760
1080	1852
843	2517
214	5034
4672	5474
412	1290
630	2577
1025	3761
3739	3772
2364	2378
1669	2612
24	398
2948	2956
1444	2715
9	79
2933	3610
1403	3959
2469	2658
123	3373
1810	1905
3751	4170
3782	3793
1680	1814
47	1686
642	3301
109	739
46	2729
650	4739
410	3261
363	634
2035	2056
436	620
210	2039
2392	2395
2578	2707
2471	3041
524	777
1714	2529
1969	1970
1725	1807
2494	2749
3	1844
3772	3788
212	1902
1025	3755
732	894
2340	2888
2308	2674
910	3764
1	919
0	147
1728	1754
1928	3697
2942	2943
730	3308
376	2353
552	2323
767	946
2643	2665
5216	5403
283	2502
1760	1917
713	1046
642	1555
2104	2165
2076	2604
264	818
1683	2051
4462	5434
4201	4935
1097	3368
910	3790
137	143
352	4734
1968	1969
1750	3130
3	1760
2038	2547
3075	3086
2319	4636
1022	5451
386	1504
138	2855
871	3071
645	4746
2143	4264
410	2229
1281	2245
402	3511
524	4360
91	248
1860	4732
45	358
483	3085
312	3016
1895	2787
343	1066
47	2808
642	879
306	1429
80	1055
329	4736
0	21
207	2558
633	918
214	3055
547	2547
3762	3793
75	280
0	89
871	2027
434	2206
123	4404
29	2833
459	604
386	2799
835	3770
33	2987
20	71
645	1677
524	3702
524	851
1931	2533
869	3760
3755	4149
630	2661
197	2056
651	2547
445	691
1504	1735
100	3870
1916	2939
2442	2620
411	4303
34	148
1	902
2359	3415
255	2475
199	200
416	3034
3282	3599
573	1879
1087	1738
410	510
48	343
998	1153
971	1466
1729	3704
94	219
226	239
2620	2655
5	1975
52	2190
2422	2453
262	1929
306	946
1677	3848
149	4845
141	4731
1923	1969
434	1156
2348	4465
3691	3705
195	1844
2148	2924
88	3636
3423	4533
1733	1812
631	2265
711	2100
312	2609
806	1080
1018	2577
858	3704
844	1058
547	2472
379	1947
123	2311
825	1539
45	2913
4139	4170
47	2801
354	2473
560	2664
150	2938
214	1407
95	1788
363	2695
417	630
971	3069
417	2309
845	946
2642	4341
524	4353
1087	4776
60	386
0	314
3925	4241
2350	3013
1841	2253
35	253
10	1969
188	2062
3747	5108
2615	2617
659	2296
2855	2891
312	1770
2258	4777
329	403
129	243
483	651
9	828
1	537
1727	3278
1643	4608
277	655
1945	3021
812	3197
386	2955
324	2378
214	2209
559	851
2146	2423
315	3115
2938	4801
651	1237
1860	3466
1683	2864
149	386
3064	4544
25	2014
52	2014
214	1902
1683	1693
3755	4776
487	3459
294	2503
68	3414
91	3670
95	3700
1581	3952
341	853
1796	1916
2019	2564
31	247
4949	5140
132	3146
616	4549
410	1058
12	1817
46	2187
25	1085
299	487
45	2352
63	3371
267	2902
1924	2172
2473	4459
141	4504
767	1752
2615	2663
1950	3202
3775	3792
2617	2664
9	288
151	2103
2999	3006
379	2442
1898	1928
2076	2924
358	778
943	1705
2060	2602
662	3436
856	5268
379	397
386	1066
57	2875
1466	3258
162	1954
651	4776
3451	3456
144	503
79	2024
54	424
286	1843
560	913
1055	2220
476	893
299	3599
1	1052
143	4337
2941	2950
428	4627
421	3064
1019	2469
2139	2996
993	1807
226	335
2519	5423
2891	2892
1313	2642
214	4655
2759	2944
642	5146
273	3619
1160	1625
143	244
1898	2632
318	3560
950	3176
322	3034
697	1018
1864	4782
312	2543
149	4792
985	3786
27	68
3	1691
2806	2829
1097	4107
141	3701
2158	2159
423	2353
3767	4120
2323	2773
1683	2019
1914	1965
1002	2209
198	2081
339	2289
111	4015
2421	2424
1677	4736
343	362
457	4110
686	1761
46	1979
2424	2425
368	1055
524	4901
123	138
214	1470
334	524
2722	2747
642	1290
950	1770
2278	3726
79	361
218	288
123	2480
2620	4508
143	233
4220	4293
2126	3771
21	2492
731	845
263	714
774	3046
62	277
3	1702
1387	2759
2359	2363
311	4278
690	829
1719	1818
2886	2890
363	3914
598	1560
870	4433
1810	2718
418	2480
1731	2656
1725	2529
213	4390
630	5272
207	946
352	2723
434	872
2244	2265
2161	2599
1230	2067
560	701
1922	3538
1717	2457
1441	2245
1839	3421
52	3283
946	1678
1677	2818
1220	2795
123	1916
950	2052
946	4744
462	1080
347	3235
214	1334
188	5060
1707	3057
1685	2108
1754	2731
363	3715
294	3019
1	265
2434	4748
33	2497
214	2477
942	2048
1	1002
3	1848
1686	1866
1003	4777
3343	4034
103	3924
643	723
36	347
1761	3678
417	5367
524	773
1019	1354
379	2070
10	1958
2871	4106
1055	3888
3316	4342
269	1821
4017	4026
2389	3984
214	4998
1	1015
813	946
1799	3199
4800	5618
4136	4169
1192	3459
214	1814
402	645
884	956
4135	4158
2404	2415
214	2232
1810	1859
1727	1901
1539	1825
993	3596
887	3702
871	4783
2206	5474
342	1816
428	3970
653	3873
835	4431
868	4142
3817	3840
318	413
730	4825
1022	2023
1851	3147
0	160
3817	5169
667	1813
937	1854
1387	2953
2871	3089
2009	2581
702	1067
1036	2480
2105	2133
75	141
238	637
52	2463
226	2829
1808	2199
80	3585
559	4670
2389	5195
1860	3029
998	1835
2639	3733
2951	3421
547	2721
702	901
651	851
851	3043
261	1486
2540	2724
952	4907
552	2957
30	630
352	1255
1637	1686
1015	3863
1980	4516
547	3158
604	616
2758	2775
2372	4786
3	1849
1025	1087
552	4870
1785	4782
1979	2303
2938	4822
363	1683
144	1677
2212	3062
25	268
312	551
698	2707
1703	2666
4220	5283
4021	4461
329	2289
972	1769
686	1665
821	3546
24	2670
1680	1821
